word,sentence,label
game,She won the first game of the set with a powerful serve that left her opponent stunned.,game.n.05
game,The detectives uncovered a game of corporate espionage that went deeper than they had imagined.,plot.n.01
game,Their game of pranks escalated until it caused a serious misunderstanding.,game.n.11
game,"With the game at 40-30, he only needed one more point to win the match.",game.n.06
game,"During their safari, they witnessed a lion hunting its game in the wild.",game.n.04
game,"With the game at 40-30, he only needed one more point to win the match.",game.n.06
game,"The chess tournament was an intense game, testing the players' strategic skills to the utmost.",game.n.01
game,Playing video games is my favorite game for unwinding after a long day at work.,game.n.03
game,"With the game at 40-30, he only needed one more point to win the match.",game.n.06
game,"In the final game of the basketball match, the scores were neck and neck until the last second.",game.n.02
game,"Despite being game in one leg, the athlete trained tirelessly for the Paralympics.",crippled.s.01
game,He decided to game his luck by betting on the underdog in the race.,bet_on.v.01
game,"In the final game of the basketball match, the scores were neck and neck until the last second.",game.n.02
game,"He considered programming not just a job, but a game he played with passion.",game.n.10
game,Their game of pranks escalated until it caused a serious misunderstanding.,game.n.11
game,He decided to game his luck by betting on the underdog in the race.,bet_on.v.01
game,"With the game at 40-30, he only needed one more point to win the match.",game.n.06
game,He decided to game his luck by betting on the underdog in the race.,bet_on.v.01
game,"The restaurant specialized in game, offering dishes like venison and wild boar.",game.n.07
game,"With the game at 40-30, he only needed one more point to win the match.",game.n.06
game,"Despite being game in one leg, the athlete trained tirelessly for the Paralympics.",crippled.s.01
game,"The chess tournament was an intense game, testing the players' strategic skills to the utmost.",game.n.01
game,She won the first game of the set with a powerful serve that left her opponent stunned.,game.n.05
game,He decided to game his luck by betting on the underdog in the race.,bet_on.v.01
game,Playing video games is my favorite game for unwinding after a long day at work.,game.n.03
game,"The chess tournament was an intense game, testing the players' strategic skills to the utmost.",game.n.01
game,"To play this board game, you need dice, tokens, and a timer.",game.n.09
game,"To play this board game, you need dice, tokens, and a timer.",game.n.09
game,"With the game at 40-30, he only needed one more point to win the match.",game.n.06
game,"He considered programming not just a job, but a game he played with passion.",game.n.10
game,She won the first game of the set with a powerful serve that left her opponent stunned.,game.n.05
game,Her game attitude during the crisis inspired everyone around her.,game.s.02
game,"The chess tournament was an intense game, testing the players' strategic skills to the utmost.",game.n.01
game,"The chess tournament was an intense game, testing the players' strategic skills to the utmost.",game.n.01
game,"The restaurant specialized in game, offering dishes like venison and wild boar.",game.n.07
game,She won the first game of the set with a powerful serve that left her opponent stunned.,game.n.05
game,He decided to game his luck by betting on the underdog in the race.,bet_on.v.01
game,Playing video games is my favorite game for unwinding after a long day at work.,game.n.03
game,She won the first game of the set with a powerful serve that left her opponent stunned.,game.n.05
game,"The restaurant specialized in game, offering dishes like venison and wild boar.",game.n.07
game,Playing video games is my favorite game for unwinding after a long day at work.,game.n.03
game,"The restaurant specialized in game, offering dishes like venison and wild boar.",game.n.07
game,"The chess tournament was an intense game, testing the players' strategic skills to the utmost.",game.n.01
game,Her game attitude during the crisis inspired everyone around her.,game.s.02
game,"To play this board game, you need dice, tokens, and a timer.",game.n.09
game,Playing video games is my favorite game for unwinding after a long day at work.,game.n.03
game,She won the first game of the set with a powerful serve that left her opponent stunned.,game.n.05
game,"To play this board game, you need dice, tokens, and a timer.",game.n.09
game,Playing video games is my favorite game for unwinding after a long day at work.,game.n.03
game,"Despite being game in one leg, the athlete trained tirelessly for the Paralympics.",crippled.s.01
game,"The restaurant specialized in game, offering dishes like venison and wild boar.",game.n.07
game,"With the game at 40-30, he only needed one more point to win the match.",game.n.06
game,"With the game at 40-30, he only needed one more point to win the match.",game.n.06
game,He decided to game his luck by betting on the underdog in the race.,bet_on.v.01
game,"Despite being game in one leg, the athlete trained tirelessly for the Paralympics.",crippled.s.01
game,He decided to game his luck by betting on the underdog in the race.,bet_on.v.01
game,"Despite being game in one leg, the athlete trained tirelessly for the Paralympics.",crippled.s.01
game,"The restaurant specialized in game, offering dishes like venison and wild boar.",game.n.07
game,"With the game at 40-30, he only needed one more point to win the match.",game.n.06
game,Playing video games is my favorite game for unwinding after a long day at work.,game.n.03
game,"The chess tournament was an intense game, testing the players' strategic skills to the utmost.",game.n.01
game,Playing video games is my favorite game for unwinding after a long day at work.,game.n.03
game,"With the game at 40-30, he only needed one more point to win the match.",game.n.06
game,She won the first game of the set with a powerful serve that left her opponent stunned.,game.n.05
game,"He considered programming not just a job, but a game he played with passion.",game.n.10
game,"He considered programming not just a job, but a game he played with passion.",game.n.10
game,"The chess tournament was an intense game, testing the players' strategic skills to the utmost.",game.n.01
game,"In the final game of the basketball match, the scores were neck and neck until the last second.",game.n.02
game,Their game of pranks escalated until it caused a serious misunderstanding.,game.n.11
game,"During their safari, they witnessed a lion hunting its game in the wild.",game.n.04
game,The detectives uncovered a game of corporate espionage that went deeper than they had imagined.,plot.n.01
game,He decided to game his luck by betting on the underdog in the race.,bet_on.v.01
game,Playing video games is my favorite game for unwinding after a long day at work.,game.n.03
game,Their game of pranks escalated until it caused a serious misunderstanding.,game.n.11
game,"To play this board game, you need dice, tokens, and a timer.",game.n.09
game,Her game attitude during the crisis inspired everyone around her.,game.s.02
game,"During their safari, they witnessed a lion hunting its game in the wild.",game.n.04
game,Her game attitude during the crisis inspired everyone around her.,game.s.02
game,"He considered programming not just a job, but a game he played with passion.",game.n.10
game,"The restaurant specialized in game, offering dishes like venison and wild boar.",game.n.07
game,Playing video games is my favorite game for unwinding after a long day at work.,game.n.03
game,Their game of pranks escalated until it caused a serious misunderstanding.,game.n.11
game,"The restaurant specialized in game, offering dishes like venison and wild boar.",game.n.07
game,"During their safari, they witnessed a lion hunting its game in the wild.",game.n.04
game,"With the game at 40-30, he only needed one more point to win the match.",game.n.06
game,Their game of pranks escalated until it caused a serious misunderstanding.,game.n.11
game,"During their safari, they witnessed a lion hunting its game in the wild.",game.n.04
game,Their game of pranks escalated until it caused a serious misunderstanding.,game.n.11
game,"To play this board game, you need dice, tokens, and a timer.",game.n.09
game,"In the final game of the basketball match, the scores were neck and neck until the last second.",game.n.02
game,"The chess tournament was an intense game, testing the players' strategic skills to the utmost.",game.n.01
game,Her game attitude during the crisis inspired everyone around her.,game.s.02
game,Their game of pranks escalated until it caused a serious misunderstanding.,game.n.11
game,Her game attitude during the crisis inspired everyone around her.,game.s.02
game,"With the game at 40-30, he only needed one more point to win the match.",game.n.06
game,He decided to game his luck by betting on the underdog in the race.,bet_on.v.01
game,"He considered programming not just a job, but a game he played with passion.",game.n.10
game,"To play this board game, you need dice, tokens, and a timer.",game.n.09
game,She won the first game of the set with a powerful serve that left her opponent stunned.,game.n.05
game,"The chess tournament was an intense game, testing the players' strategic skills to the utmost.",game.n.01
game,"During their safari, they witnessed a lion hunting its game in the wild.",game.n.04
game,The detectives uncovered a game of corporate espionage that went deeper than they had imagined.,plot.n.01
game,Her game attitude during the crisis inspired everyone around her.,game.s.02
game,"During their safari, they witnessed a lion hunting its game in the wild.",game.n.04
game,"During their safari, they witnessed a lion hunting its game in the wild.",game.n.04
game,"He considered programming not just a job, but a game he played with passion.",game.n.10
game,The detectives uncovered a game of corporate espionage that went deeper than they had imagined.,plot.n.01
game,"With the game at 40-30, he only needed one more point to win the match.",game.n.06
game,Their game of pranks escalated until it caused a serious misunderstanding.,game.n.11
game,"During their safari, they witnessed a lion hunting its game in the wild.",game.n.04
game,"With the game at 40-30, he only needed one more point to win the match.",game.n.06
game,"In the final game of the basketball match, the scores were neck and neck until the last second.",game.n.02
game,"Despite being game in one leg, the athlete trained tirelessly for the Paralympics.",crippled.s.01
game,The detectives uncovered a game of corporate espionage that went deeper than they had imagined.,plot.n.01
game,Their game of pranks escalated until it caused a serious misunderstanding.,game.n.11
game,She won the first game of the set with a powerful serve that left her opponent stunned.,game.n.05
game,"To play this board game, you need dice, tokens, and a timer.",game.n.09
game,"During their safari, they witnessed a lion hunting its game in the wild.",game.n.04
game,Her game attitude during the crisis inspired everyone around her.,game.s.02
game,"During their safari, they witnessed a lion hunting its game in the wild.",game.n.04
game,The detectives uncovered a game of corporate espionage that went deeper than they had imagined.,plot.n.01
game,"With the game at 40-30, he only needed one more point to win the match.",game.n.06
game,"The restaurant specialized in game, offering dishes like venison and wild boar.",game.n.07
game,"During their safari, they witnessed a lion hunting its game in the wild.",game.n.04
game,"In the final game of the basketball match, the scores were neck and neck until the last second.",game.n.02
game,"The restaurant specialized in game, offering dishes like venison and wild boar.",game.n.07
game,"The chess tournament was an intense game, testing the players' strategic skills to the utmost.",game.n.01
game,Playing video games is my favorite game for unwinding after a long day at work.,game.n.03
game,"The restaurant specialized in game, offering dishes like venison and wild boar.",game.n.07
game,Her game attitude during the crisis inspired everyone around her.,game.s.02
game,He decided to game his luck by betting on the underdog in the race.,bet_on.v.01
game,"With the game at 40-30, he only needed one more point to win the match.",game.n.06
year,It takes one year for the Earth to complete its orbit around the Sun.,year.n.03
year,The academic year begins in September and ends in June for most schools.,year.n.02
year,The class of 2023 is a diverse group of students graduating this year.,class.n.06
year,It takes one year for the Earth to complete its orbit around the Sun.,year.n.03
year,The class of 2023 is a diverse group of students graduating this year.,class.n.06
year,"This year has 365 days, but next year will be a leap year with 366 days.",year.n.01
year,It takes one year for the Earth to complete its orbit around the Sun.,year.n.03
year,"This year has 365 days, but next year will be a leap year with 366 days.",year.n.01
year,"This year has 365 days, but next year will be a leap year with 366 days.",year.n.01
year,The class of 2023 is a diverse group of students graduating this year.,class.n.06
year,The academic year begins in September and ends in June for most schools.,year.n.02
year,"This year has 365 days, but next year will be a leap year with 366 days.",year.n.01
year,The academic year begins in September and ends in June for most schools.,year.n.02
year,The academic year begins in September and ends in June for most schools.,year.n.02
year,It takes one year for the Earth to complete its orbit around the Sun.,year.n.03
year,"This year has 365 days, but next year will be a leap year with 366 days.",year.n.01
year,"This year has 365 days, but next year will be a leap year with 366 days.",year.n.01
year,The academic year begins in September and ends in June for most schools.,year.n.02
year,The academic year begins in September and ends in June for most schools.,year.n.02
year,The academic year begins in September and ends in June for most schools.,year.n.02
year,The academic year begins in September and ends in June for most schools.,year.n.02
year,It takes one year for the Earth to complete its orbit around the Sun.,year.n.03
year,It takes one year for the Earth to complete its orbit around the Sun.,year.n.03
year,The class of 2023 is a diverse group of students graduating this year.,class.n.06
year,The academic year begins in September and ends in June for most schools.,year.n.02
year,The academic year begins in September and ends in June for most schools.,year.n.02
year,It takes one year for the Earth to complete its orbit around the Sun.,year.n.03
year,The academic year begins in September and ends in June for most schools.,year.n.02
year,The class of 2023 is a diverse group of students graduating this year.,class.n.06
year,"This year has 365 days, but next year will be a leap year with 366 days.",year.n.01
year,It takes one year for the Earth to complete its orbit around the Sun.,year.n.03
year,"This year has 365 days, but next year will be a leap year with 366 days.",year.n.01
year,"This year has 365 days, but next year will be a leap year with 366 days.",year.n.01
year,The class of 2023 is a diverse group of students graduating this year.,class.n.06
year,The class of 2023 is a diverse group of students graduating this year.,class.n.06
year,The class of 2023 is a diverse group of students graduating this year.,class.n.06
year,It takes one year for the Earth to complete its orbit around the Sun.,year.n.03
year,The academic year begins in September and ends in June for most schools.,year.n.02
year,The academic year begins in September and ends in June for most schools.,year.n.02
year,"This year has 365 days, but next year will be a leap year with 366 days.",year.n.01
year,"This year has 365 days, but next year will be a leap year with 366 days.",year.n.01
year,It takes one year for the Earth to complete its orbit around the Sun.,year.n.03
year,The academic year begins in September and ends in June for most schools.,year.n.02
year,The class of 2023 is a diverse group of students graduating this year.,class.n.06
year,"This year has 365 days, but next year will be a leap year with 366 days.",year.n.01
year,"This year has 365 days, but next year will be a leap year with 366 days.",year.n.01
year,"This year has 365 days, but next year will be a leap year with 366 days.",year.n.01
year,The academic year begins in September and ends in June for most schools.,year.n.02
year,It takes one year for the Earth to complete its orbit around the Sun.,year.n.03
year,The academic year begins in September and ends in June for most schools.,year.n.02
year,The academic year begins in September and ends in June for most schools.,year.n.02
year,The class of 2023 is a diverse group of students graduating this year.,class.n.06
year,The class of 2023 is a diverse group of students graduating this year.,class.n.06
year,The academic year begins in September and ends in June for most schools.,year.n.02
year,The academic year begins in September and ends in June for most schools.,year.n.02
year,The class of 2023 is a diverse group of students graduating this year.,class.n.06
year,The class of 2023 is a diverse group of students graduating this year.,class.n.06
year,The academic year begins in September and ends in June for most schools.,year.n.02
year,The class of 2023 is a diverse group of students graduating this year.,class.n.06
year,It takes one year for the Earth to complete its orbit around the Sun.,year.n.03
year,The academic year begins in September and ends in June for most schools.,year.n.02
year,The class of 2023 is a diverse group of students graduating this year.,class.n.06
year,"This year has 365 days, but next year will be a leap year with 366 days.",year.n.01
year,"This year has 365 days, but next year will be a leap year with 366 days.",year.n.01
year,It takes one year for the Earth to complete its orbit around the Sun.,year.n.03
year,"This year has 365 days, but next year will be a leap year with 366 days.",year.n.01
year,The academic year begins in September and ends in June for most schools.,year.n.02
year,The academic year begins in September and ends in June for most schools.,year.n.02
year,"This year has 365 days, but next year will be a leap year with 366 days.",year.n.01
year,"This year has 365 days, but next year will be a leap year with 366 days.",year.n.01
year,The academic year begins in September and ends in June for most schools.,year.n.02
year,The class of 2023 is a diverse group of students graduating this year.,class.n.06
year,"This year has 365 days, but next year will be a leap year with 366 days.",year.n.01
year,The class of 2023 is a diverse group of students graduating this year.,class.n.06
year,It takes one year for the Earth to complete its orbit around the Sun.,year.n.03
year,The class of 2023 is a diverse group of students graduating this year.,class.n.06
year,The academic year begins in September and ends in June for most schools.,year.n.02
year,"This year has 365 days, but next year will be a leap year with 366 days.",year.n.01
year,The class of 2023 is a diverse group of students graduating this year.,class.n.06
year,"This year has 365 days, but next year will be a leap year with 366 days.",year.n.01
year,The class of 2023 is a diverse group of students graduating this year.,class.n.06
year,"This year has 365 days, but next year will be a leap year with 366 days.",year.n.01
year,The class of 2023 is a diverse group of students graduating this year.,class.n.06
year,It takes one year for the Earth to complete its orbit around the Sun.,year.n.03
year,The academic year begins in September and ends in June for most schools.,year.n.02
year,The class of 2023 is a diverse group of students graduating this year.,class.n.06
year,It takes one year for the Earth to complete its orbit around the Sun.,year.n.03
year,The class of 2023 is a diverse group of students graduating this year.,class.n.06
year,The academic year begins in September and ends in June for most schools.,year.n.02
year,It takes one year for the Earth to complete its orbit around the Sun.,year.n.03
year,It takes one year for the Earth to complete its orbit around the Sun.,year.n.03
year,The class of 2023 is a diverse group of students graduating this year.,class.n.06
year,"This year has 365 days, but next year will be a leap year with 366 days.",year.n.01
year,It takes one year for the Earth to complete its orbit around the Sun.,year.n.03
year,The academic year begins in September and ends in June for most schools.,year.n.02
year,The class of 2023 is a diverse group of students graduating this year.,class.n.06
year,The academic year begins in September and ends in June for most schools.,year.n.02
year,The academic year begins in September and ends in June for most schools.,year.n.02
year,"This year has 365 days, but next year will be a leap year with 366 days.",year.n.01
year,It takes one year for the Earth to complete its orbit around the Sun.,year.n.03
year,The class of 2023 is a diverse group of students graduating this year.,class.n.06
year,The academic year begins in September and ends in June for most schools.,year.n.02
year,The academic year begins in September and ends in June for most schools.,year.n.02
year,The class of 2023 is a diverse group of students graduating this year.,class.n.06
year,"This year has 365 days, but next year will be a leap year with 366 days.",year.n.01
year,The academic year begins in September and ends in June for most schools.,year.n.02
year,The academic year begins in September and ends in June for most schools.,year.n.02
year,It takes one year for the Earth to complete its orbit around the Sun.,year.n.03
year,"This year has 365 days, but next year will be a leap year with 366 days.",year.n.01
year,It takes one year for the Earth to complete its orbit around the Sun.,year.n.03
year,"This year has 365 days, but next year will be a leap year with 366 days.",year.n.01
year,"This year has 365 days, but next year will be a leap year with 366 days.",year.n.01
year,"This year has 365 days, but next year will be a leap year with 366 days.",year.n.01
year,"This year has 365 days, but next year will be a leap year with 366 days.",year.n.01
year,The class of 2023 is a diverse group of students graduating this year.,class.n.06
year,It takes one year for the Earth to complete its orbit around the Sun.,year.n.03
year,The academic year begins in September and ends in June for most schools.,year.n.02
year,It takes one year for the Earth to complete its orbit around the Sun.,year.n.03
year,It takes one year for the Earth to complete its orbit around the Sun.,year.n.03
year,The academic year begins in September and ends in June for most schools.,year.n.02
year,The academic year begins in September and ends in June for most schools.,year.n.02
year,"This year has 365 days, but next year will be a leap year with 366 days.",year.n.01
year,The class of 2023 is a diverse group of students graduating this year.,class.n.06
year,The class of 2023 is a diverse group of students graduating this year.,class.n.06
year,The academic year begins in September and ends in June for most schools.,year.n.02
year,The class of 2023 is a diverse group of students graduating this year.,class.n.06
year,The class of 2023 is a diverse group of students graduating this year.,class.n.06
year,"This year has 365 days, but next year will be a leap year with 366 days.",year.n.01
year,The class of 2023 is a diverse group of students graduating this year.,class.n.06
year,The academic year begins in September and ends in June for most schools.,year.n.02
year,The class of 2023 is a diverse group of students graduating this year.,class.n.06
year,The academic year begins in September and ends in June for most schools.,year.n.02
year,It takes one year for the Earth to complete its orbit around the Sun.,year.n.03
year,It takes one year for the Earth to complete its orbit around the Sun.,year.n.03
year,The class of 2023 is a diverse group of students graduating this year.,class.n.06
year,It takes one year for the Earth to complete its orbit around the Sun.,year.n.03
year,It takes one year for the Earth to complete its orbit around the Sun.,year.n.03
year,The academic year begins in September and ends in June for most schools.,year.n.02
year,The class of 2023 is a diverse group of students graduating this year.,class.n.06
year,The class of 2023 is a diverse group of students graduating this year.,class.n.06
year,It takes one year for the Earth to complete its orbit around the Sun.,year.n.03
year,"This year has 365 days, but next year will be a leap year with 366 days.",year.n.01
year,It takes one year for the Earth to complete its orbit around the Sun.,year.n.03
year,"This year has 365 days, but next year will be a leap year with 366 days.",year.n.01
year,It takes one year for the Earth to complete its orbit around the Sun.,year.n.03
year,It takes one year for the Earth to complete its orbit around the Sun.,year.n.03
year,It takes one year for the Earth to complete its orbit around the Sun.,year.n.03
year,The class of 2023 is a diverse group of students graduating this year.,class.n.06
year,The class of 2023 is a diverse group of students graduating this year.,class.n.06
year,It takes one year for the Earth to complete its orbit around the Sun.,year.n.03
year,The academic year begins in September and ends in June for most schools.,year.n.02
year,"This year has 365 days, but next year will be a leap year with 366 days.",year.n.01
year,It takes one year for the Earth to complete its orbit around the Sun.,year.n.03
year,The academic year begins in September and ends in June for most schools.,year.n.02
year,It takes one year for the Earth to complete its orbit around the Sun.,year.n.03
year,"This year has 365 days, but next year will be a leap year with 366 days.",year.n.01
year,The academic year begins in September and ends in June for most schools.,year.n.02
year,The academic year begins in September and ends in June for most schools.,year.n.02
year,The class of 2023 is a diverse group of students graduating this year.,class.n.06
year,It takes one year for the Earth to complete its orbit around the Sun.,year.n.03
year,The academic year begins in September and ends in June for most schools.,year.n.02
year,The academic year begins in September and ends in June for most schools.,year.n.02
year,The academic year begins in September and ends in June for most schools.,year.n.02
year,"This year has 365 days, but next year will be a leap year with 366 days.",year.n.01
year,"This year has 365 days, but next year will be a leap year with 366 days.",year.n.01
year,The academic year begins in September and ends in June for most schools.,year.n.02
year,The academic year begins in September and ends in June for most schools.,year.n.02
year,"This year has 365 days, but next year will be a leap year with 366 days.",year.n.01
year,It takes one year for the Earth to complete its orbit around the Sun.,year.n.03
year,The academic year begins in September and ends in June for most schools.,year.n.02
year,The class of 2023 is a diverse group of students graduating this year.,class.n.06
year,"This year has 365 days, but next year will be a leap year with 366 days.",year.n.01
year,The class of 2023 is a diverse group of students graduating this year.,class.n.06
year,It takes one year for the Earth to complete its orbit around the Sun.,year.n.03
year,"This year has 365 days, but next year will be a leap year with 366 days.",year.n.01
year,"This year has 365 days, but next year will be a leap year with 366 days.",year.n.01
year,"This year has 365 days, but next year will be a leap year with 366 days.",year.n.01
year,The academic year begins in September and ends in June for most schools.,year.n.02
year,It takes one year for the Earth to complete its orbit around the Sun.,year.n.03
year,It takes one year for the Earth to complete its orbit around the Sun.,year.n.03
year,The academic year begins in September and ends in June for most schools.,year.n.02
year,"This year has 365 days, but next year will be a leap year with 366 days.",year.n.01
year,The academic year begins in September and ends in June for most schools.,year.n.02
year,"This year has 365 days, but next year will be a leap year with 366 days.",year.n.01
year,"This year has 365 days, but next year will be a leap year with 366 days.",year.n.01
year,"This year has 365 days, but next year will be a leap year with 366 days.",year.n.01
year,"This year has 365 days, but next year will be a leap year with 366 days.",year.n.01
year,The academic year begins in September and ends in June for most schools.,year.n.02
year,It takes one year for the Earth to complete its orbit around the Sun.,year.n.03
year,"This year has 365 days, but next year will be a leap year with 366 days.",year.n.01
year,The class of 2023 is a diverse group of students graduating this year.,class.n.06
year,"This year has 365 days, but next year will be a leap year with 366 days.",year.n.01
year,The class of 2023 is a diverse group of students graduating this year.,class.n.06
year,The academic year begins in September and ends in June for most schools.,year.n.02
year,The academic year begins in September and ends in June for most schools.,year.n.02
year,It takes one year for the Earth to complete its orbit around the Sun.,year.n.03
year,The class of 2023 is a diverse group of students graduating this year.,class.n.06
year,The class of 2023 is a diverse group of students graduating this year.,class.n.06
year,It takes one year for the Earth to complete its orbit around the Sun.,year.n.03
year,"This year has 365 days, but next year will be a leap year with 366 days.",year.n.01
player,"She was a key player in the negotiation, influencing the deal's successful conclusion.",player.n.05
player,"She was a key player in the negotiation, influencing the deal's successful conclusion.",player.n.05
player,"In the novel, the main character is portrayed as a charming player, juggling multiple relationships.",player.n.04
player,"He is a famous player on Broadway, known for his versatile acting skills.",actor.n.01
player,The violin player enchanted the audience with her mesmerizing performance.,musician.n.01
player,"He is a famous player on Broadway, known for his versatile acting skills.",actor.n.01
player,"He is a famous player on Broadway, known for his versatile acting skills.",actor.n.01
player,"She was a key player in the negotiation, influencing the deal's successful conclusion.",player.n.05
player,"He is a famous player on Broadway, known for his versatile acting skills.",actor.n.01
player,"In the novel, the main character is portrayed as a charming player, juggling multiple relationships.",player.n.04
player,The violin player enchanted the audience with her mesmerizing performance.,musician.n.01
player,"He is a famous player on Broadway, known for his versatile acting skills.",actor.n.01
player,"As a skilled chess player, he won several national championships.",player.n.01
player,"He is a famous player on Broadway, known for his versatile acting skills.",actor.n.01
player,"She was a key player in the negotiation, influencing the deal's successful conclusion.",player.n.05
player,"He is a famous player on Broadway, known for his versatile acting skills.",actor.n.01
player,"He is a famous player on Broadway, known for his versatile acting skills.",actor.n.01
player,"She was a key player in the negotiation, influencing the deal's successful conclusion.",player.n.05
player,"She was a key player in the negotiation, influencing the deal's successful conclusion.",player.n.05
player,The violin player enchanted the audience with her mesmerizing performance.,musician.n.01
player,"She was a key player in the negotiation, influencing the deal's successful conclusion.",player.n.05
player,"He is a famous player on Broadway, known for his versatile acting skills.",actor.n.01
player,"In the novel, the main character is portrayed as a charming player, juggling multiple relationships.",player.n.04
player,The violin player enchanted the audience with her mesmerizing performance.,musician.n.01
player,"She was a key player in the negotiation, influencing the deal's successful conclusion.",player.n.05
player,"As a skilled chess player, he won several national championships.",player.n.01
player,"In the novel, the main character is portrayed as a charming player, juggling multiple relationships.",player.n.04
player,"In the novel, the main character is portrayed as a charming player, juggling multiple relationships.",player.n.04
player,"As a skilled chess player, he won several national championships.",player.n.01
player,"She was a key player in the negotiation, influencing the deal's successful conclusion.",player.n.05
player,"He is a famous player on Broadway, known for his versatile acting skills.",actor.n.01
player,"As a skilled chess player, he won several national championships.",player.n.01
player,"She was a key player in the negotiation, influencing the deal's successful conclusion.",player.n.05
player,"He is a famous player on Broadway, known for his versatile acting skills.",actor.n.01
player,"She was a key player in the negotiation, influencing the deal's successful conclusion.",player.n.05
